gene_symbol,probe_id,probe_name,gene_id,gene_name,entrez_id,chromosome,pvalb_cor
LMBR1,1039907,A_23_P300728,40928,limb region 1 homolog (mouse),64327,7,0.238431493762029
LMBR1L,1041664,A_23_P150931,35005,limb region 1 homolog (mouse)-like,55716,12,0.04435144387736967
LMBRD1,1041579,A_23_P81660,35077,LMBR1 domain containing 1,55788,6,0.07407009477194634
LMBRD2,1025209,A_32_P105406,60156,LMBR1 domain containing 2,92255,5,-0.26133617936475995
LMCD1,1044092,A_23_P6771,29728,LIM and cysteine-rich domains 1,29995,3,-0.19445271092263278
LMF1,1039713,A_24_P18917,41361,lipase maturation factor 1,64788,16,0.09001939439281675
LMF2,1036754,A_32_P527232,60024,lipase maturation factor 2,91289,22,-0.07428605520828832
LMLN,1015028,A_23_P43786,59722,leishmanolysin-like (metallopeptidase M8 family),89782,3,0.4344363913102999
LMNA,1054551,A_23_P34835,3975,lamin A/C,4000,1,-0.05392669220923825
LMNB1,1054550,CUST_14987_PI416261804,3976,lamin B1,4001,5,-0.039869140014419296
LMNB2,1037338,A_23_P67725,59014,lamin B2,84823,19,-0.05414343356718421
LMO1,1054547,A_23_P87310,3979,LIM domain only 1 (rhombotin 1),4004,11,-0.43909601475531357
LMO2,1016242,A_23_P53126,3980,LIM domain only 2 (rhombotin-like 1),4005,11,0.1942399561802937
LMO3,1026707,A_24_P381441,35172,LIM domain only 3 (rhombotin-like 2),55885,12,-0.5222398125372942
LMO4,1049578,A_23_P380181,8477,LIM domain only 4,8543,1,2.1735581091441395e-4
LMO7,1019864,A_23_P205159,3983,LIM domain 7,4008,13,0.043390583715411574
LMOD1,1045337,A_23_P201940,25551,leiomodin 1 (smooth muscle),25802,1,-0.04663033221228723
LMOD3,1041294,A_32_P795513,35486,leiomodin 3 (fetal),56203,3,0.5270452819210735
LMTK2,1046254,CUST_17015_PI416261804,22609,lemur tyrosine kinase 2,22853,7,0.0463132193504418
LMTK3,1016474,A_23_P164918,77507,lemur tyrosine kinase 3,114783,19,0.012283523850473228
LMX1A,1022544,A_23_P340271,3984,"LIM homeobox transcription factor 1, alpha",4009,1,0.044698441999423216
LNP1,1010425,CUST_554_PI416379584,110405,leukemia NUP98 fusion partner 1,348801,3,0.4273295937915494
LNPEP,1054540,A_23_P156061,3987,leucyl/cystinyl aminopeptidase,4012,5,0.006033590432255855
LNX1,1018651,A_23_P213137,58904,"ligand of numb-protein X 1, E3 ubiquitin protein ligase",84708,4,0.10019235107167519
LNX2,1033071,A_23_P402287,85853,ligand of numb-protein X 2,222484,13,0.3307183271922271
LOC100009676,1019763,A_23_P306479,1001236,uncharacterized LOC100009676,100009676,3,0.03524601558935848
LOC100126784,1012178,A_32_P187651,1000996,uncharacterized LOC100126784,100126784,11,0.1336833404651301
LOC100127891,1016330,A_32_P169906,1001561,uncharacterized LOC100127891,100127891,7,-0.3902004588380489
LOC100127899,1017312,CUST_16359_PI416261804,1000125,hypothetical LOC100127899,100127899,7,0.20603810072955783
LOC100127925,1011301,CUST_3347_PI416261804,1000564,hypothetical LOC100127925,100127925,8,-0.33493916473141067
LOC100127998,1015883,A_32_P187704,1002569,hypothetical LOC100127998,100127998,8,0.3829139819684272
LOC100128100,1018084,CUST_4003_PI416261804,1003178,hypothetical LOC100128100,100128100,16,-0.030702834507979514
LOC100128139,1015622,A_32_P100641,1000992,uncharacterized LOC100128139,100128139,19,0.011473253432481186
LOC100128174,1015511,CUST_661_PI416379584,1002451,"defensin, beta 131 pseudogene",100128174,8,0.5440277473978068
LOC100128302,1015731,CUST_3507_PI416261804,1002525,"succinate dehydrogenase complex, subunit C, integral membrane protein, 15kDa pseudogene",100128302,10,0.08174490510559666
LOC100128343,1063954,A_24_P401432,1006971,uncharacterized LOC100128343,100128343,14,0.034330583732129084
LOC100128361,1018629,A_32_P93996,1014133,uncharacterized LOC100128361,100128361,9,0.17652712707555188
LOC100128364,1010489,CUST_3259_PI416261804,1000015,uncharacterized LOC100128364,100128364,7,-0.16275399338352609
LOC100128416,1015678,A_23_P256903,1014164,"RAB28, member RAS oncogene family pseudogene",100128416,X,-0.15539369614126883
LOC100128737,1016859,A_32_P100430,1000643,uncharacterized LOC100128737,100128737,7,-0.1665905422596176
LOC100128760,1010689,A_24_P366535,1000222,hypothetical LOC100128760,100128760,5,-0.17868757739352373
LOC100128775,1010336,A_24_P290719,1000039,"neural precursor cell expressed, developmentally down-regulated 8 pseudogene",100128775,1,-0.0043466326484105705
LOC100128816,1011775,CUST_3717_PI416261804,1000800,ACAH3104,100128816,12,0.0732937963189408
LOC100128822,1016249,A_32_P6172,1000340,uncharacterized LOC100128822,100128822,7,0.02549438299548162
LOC100128843,1016682,A_32_P834166,1002774,uncharacterized LOC100128843,100128843,12,0.038390338808885247
LOC100129034,1018395,A_32_P91042,1014485,uncharacterized LOC100129034,100129034,9,-0.19105549918737416
LOC100129064,1018234,A_24_P400729,1003218,hypothetical LOC100129064,100129064,5,0.041446906380520426
LOC100129104,1015954,A_32_P47107,1002003,uncharacterized LOC100129104,100129104,8,0.23336685543096522
LOC100129122,1019221,A_32_P65793,1002506,hypothetical LOC100129122,100129122,13,-0.07447284788916207
LOC100129201,1016536,CUST_3591_PI416261804,1002733,proline rich 13 pseudogene,100129201,11,-0.01655373920729353
LOC100129272,1015871,CUST_425_PI417507815,1014613,translocase of outer mitochondrial membrane 20 homolog (yeast) pseudogene,100129272,X,-0.018605696688838113
LOC100129291,1010297,CUST_1034_PI416379584,1000008,uncharacterized protein CXorf49-like,100129291,X,-0.6441026094397992
LOC100129309,1017950,A_24_P614261,1003148,"similar to DnaJ (Hsp40) homolog, subfamily B, member 7",100129309,5,-0.4386808265039793
LOC100129321,1019298,A_24_P375453,1001410,single stranded DNA binding protein 3 pseudogene,100129321,7,-0.06627003657537997
LOC100129361,1019593,A_32_P231302,1000076,chromosome X open reading frame 69 pseudogene,100129361,12,-0.007682072149574143
LOC100129455,1016156,A_24_P178148,1000778,uncharacterized LOC100129455,100129455,2,0.024012963886534244
LOC100129463,1012368,CUST_3245_PI416261804,1001104,uncharacterized LOC100129463,100129463,7,0.06287061444259835
LOC100129478,1011316,CUST_3987_PI416261804,1000573,chromosome 4 open reading frame 46 pseudogene,100129478,16,-0.05025139174199997
LOC100129492,1016391,A_32_P148672,1002700,small nuclear ribonucleoprotein Sm D1 pseudogene,100129492,1,0.008887274422721863
LOC100129531,1068429,A_32_P3084,1009920,hypothetical LOC100129531,100129531,11,-0.10533178540979374
LOC100129566,1011349,A_32_P213210,1000586,small nuclear ribonucleoprotein polypeptide C pseudogene,100129566,5,-0.19520498854857565
LOC100129616,1019423,A_23_P372516,1003526,putative UPF0607 protein ENSP00000332738-like,100129616,6,0.21793738402027937
LOC100129637,1011144,A_24_P8075,1000488,uncharacterized LOC100129637,100129637,16,0.10339821529635346
LOC100129726,1018958,A_23_P348911,1000268,uncharacterized LOC100129726,100129726,2,-0.049358649175405674
LOC100129781,1015992,A_32_P226646,1001032,uncharacterized LOC100129781,100129781,16,0.2356863837290007
LOC100129831,1067512,A_24_P935902,1009344,EPWW6493,100129831,19,-0.0335378398873032
LOC100129848,1013082,CUST_611_PI417507815,1001474,hypothetical LOC100129848,100129848,8,-0.050879149553379716
LOC100129852,1017813,A_32_P86180,1001829,uncharacterized LOC100129852,100129852,6,-0.05784040431806514
LOC100130054,1015908,A_32_P95151,1015068,hypothetical LOC100130054,100130054,9,-0.16035622366018773
LOC100130100,1017083,A_24_P212024,1000105,ig kappa chain V-I region Walker-like,100130100,2,0.015921481038306658
LOC100130107,1012104,A_32_P208178,1000174,hypothetical LOC100130107,100130107,15,-0.1698216115753008
LOC100130262,1019688,A_23_P83923,1000305,hypothetical LOC100130262,100130262,1,0.19692236886059317
LOC100130357,1065773,A_24_P359067,1008195,uncharacterized LOC100130357,100130357,6,2.7839453488558586e-4
LOC100130360,1016084,CUST_3079_PI416261804,1002628,hypothetical LOC100130360,100130360,6,0.21114471679236657
LOC100130557,1019662,A_32_P856141,1003579,uncharacterized LOC100130557,100130557,1,0.09938143685554772
LOC100130700,1011119,CUST_3100_PI416261804,1000474,uncharacterized LOC100130700,100130700,16,0.21426523514319
LOC100130746,1013689,A_32_P224840,1001752,AKT interacting protein pseudogene,100130746,5,-0.13771681474173028
LOC100130811,1015624,A_24_P860662,1000209,ig heavy chain V-I region V35-like,100130811,14,0.20549749426879566
LOC100130856,1016724,A_24_P401637,1002791,uncharacterized LOC100130856,100130856,19,0.013109958040625458
LOC100130890,1016115,A_32_P186138,1000654,uncharacterized LOC100130890,100130890,6,-0.10943484588779294
LOC100130897,1010411,A_32_P213349,1000072,hypothetical LOC100130897,100130897,2,0.09118092263245
LOC100130932,1018099,CUST_146_PI417507815,1015537,small nuclear ribonucleoprotein polypeptide G pseudogene,100130932,19,-0.05911044971586614
LOC100130935,1016605,A_24_P101651,1015538,chondrosarcoma-associated gene 2/3 protein pseudogene,100130935,X,0.007852552320315401
LOC100130938,1011846,CUST_4191_PI416261804,1000835,uncharacterized LOC100130938,100130938,18,-0.059210857403152156
LOC100131082,1014522,CUST_429_PI417507815,1002111,hypothetical LOC100131082,100131082,10,-0.27458413924237257
LOC100131149,1010476,CUST_2811_PI416261804,1000103,similar to HSPC125,100131149,3,0.042679712678529345
LOC100131165,1014398,CUST_4262_PI416261804,1002054,hypothetical protein LOC100131165,100131165,19,-0.01853381989262031
LOC100131170,1065836,A_24_P8151,1008221,uncharacterized LOC100131170,100131170,17,0.02161190994262857
LOC100131283,1010525,A_32_P111336,1000127,uncharacterized LOC100131283,100131283,6,-0.13030075012230036
LOC100131289,1018116,CUST_3086_PI416261804,1000943,uncharacterized LOC100131289,100131289,6,0.1423245315223554
LOC100131294,1018781,CUST_10331_PI416261804,1003369,"RAB13, member RAS oncogene family pseudogene",100131294,12,-0.33452549170603496
LOC100131342,1020009,A_32_P48329,1000984,hypothetical LOC100131342,100131342,20,-0.12474722038505906
LOC100131360,1019329,A_24_P332754,1003501,serine/threonine-protein phosphatase 4 regulatory subunit 2-like,100131360,3,-0.12595712390086658
LOC100131416,1018149,A_23_P104641,1000539,hypothetical LOC100131416,100131416,11,0.05347942958793844
LOC100131434,1011336,CUST_4474_PI416261804,150498,uncharacterized LOC100131434,100131434,X,0.01633393283544354
LOC100131471,1015742,CUST_3124_PI416261804,1002528,"presenilins-associated rhomboid-like protein, mitochondrial-like",100131471,6,0.37963630824177846
LOC100131479,1011182,A_24_P717262,1000505,zinc finger protein 430 pseudogene,100131479,19,-0.13167478662071175
LOC100131482,1016364,A_24_P391853,1000524,thioredoxin-like 4A pseudogene,100131482,2,-0.3371071308354101
LOC100131504,1012445,A_23_P501276,1001151,hypothetical LOC100131504,100131504,NA,-0.46533918787632494
LOC100131564,1065691,A_32_P53107,1008150,uncharacterized LOC100131564,100131564,1,-0.10729528948143634
LOC100131582,1018254,A_24_P848662,1001676,uncharacterized LOC100131582,100131582,16,-0.06458747369654343
LOC100131646,1015909,A_32_P150300,1002580,hypothetical LOC100131646,100131646,1,-0.26106422072762353
LOC100131699,1017576,A_32_P135818,1003032,hypothetical LOC100131699,100131699,10,-0.2054326457654796
LOC100131704,1016038,CUST_4178_PI416261804,1002610,similar to nuclear receptor co-repressor 1,100131704,17,-0.1370721018854361
LOC100131706,1011825,A_24_P384636,1000824,hypothetical LOC100131706,100131706,19,0.23082217279689246
LOC100131722,1019807,CUST_331_PI417507815,1003615,hypothetical LOC100131722,100131722,4,0.16248109939872604
LOC100131727,1011053,CUST_2954_PI416261804,1000435,hypothetical LOC100131727,100131727,4,-0.06586606404775021
LOC100131735,1014938,CUST_2910_PI416261804,1002279,heterogeneous nuclear ribonucleoprotein G-like 1-like,100131735,9,-0.1684325971203691
LOC100131744,1016280,A_32_P793319,1000594,hypothetical protein LOC100131744,100131744,17,0.10629977773164562
LOC100131754,1017932,A_23_P431853,1011055,similar to NADH dehydrogenase subunit 2,100131754,1,0.17066656036766845
LOC100131785,1016439,A_24_P118472,1000414,ring finger protein 181 pseudogene,100131785,7,-0.2692253154993196
LOC100131826,1067530,A_24_P934008,1009358,TSSP3028,100131826,4,-0.1693058469861105
LOC100131830,1011375,CUST_3701_PI416261804,1000601,hypothetical LOC100131830,100131830,12,-0.09108262725170536
LOC100131909,1011549,CUST_13568_PI416261804,1000690,hypothetical LOC100131909,100131909,17,-0.2670506888939186
LOC100131943,1016399,CUST_4080_PI416261804,1002702,uncharacterized LOC100131943,100131943,17,0.22904848004300718
LOC100131960,1012976,CUST_4159_PI416261804,1001424,hypothetical protein LOC100131960,100131960,17,-0.11526454643491117
LOC100131972,1020361,CUST_517_PI416408490,1003428,hypothetical LOC100131972,100131972,7,0.04086365919571951
LOC100132062,1031458,A_24_P256018,122920,uncharacterized LOC100132062,100132062,5,-0.006664019248765883
LOC100132147,1014615,A_24_P854586,1002147,uncharacterized LOC100132147,100132147,1,0.03948827885055986
LOC100132161,1016377,A_24_P419103,1016129,ribosomal protein L7a pseudogene,100132161,9,-0.05643393575437257
LOC100132214,1017181,A_24_P943263,1000503,similar to calcium-promoted Ras inactivator,100132214,7,-0.11903992205170978
LOC100132249,1069862,CUST_609_PI417507815,1011058,uncharacterized LOC100132249,100132249,9,-0.10353425897715986
LOC100132261,1012537,A_24_P315564,1016169,uncharacterized LOC100132261,100132261,11,0.30057273118309874
LOC100132306,1015995,A_23_P411215,1002596,"family with sequence similarity 91, member A1 pseudogene",100132306,1,-0.05995772633900258
LOC100132317,1016484,CUST_437_PI417507815,1000327,similar to Putative uncharacterized protein C20orf69,100132317,8,0.16411742472679214
LOC100132346,1069867,A_24_P840868,1011061,heat shock 10kDa protein 1 (chaperonin 10) pseudogene,100132346,16,-0.022112428980976477
LOC100132351,1015797,A_32_P146579,1000130,hypothetical LOC100132351,100132351,9,0.0028915749575789606
LOC100132356,1017435,A_24_P942017,1001405,uncharacterized LOC100132356,100132356,5,-0.11055307831559404
LOC100132364,1016551,A_23_P106822,1000695,hypothetical LOC100132364,100132364,16,0.2666784449414714
LOC100132483,1014104,CUST_330_PI417507815,1001936,hypothetical LOC100132483,100132483,4,-0.01754221434203337
LOC100132528,1016857,CUST_2434_PI416261804,1016287,similar to HNRPA1 protein,100132528,9,-0.1288867702679385
LOC100132581,1019512,A_24_P406245,1000876,putative speedy protein E8-like,100132581,7,0.0029110482704491456
LOC100132585,1013021,A_32_P107667,1001403,similar to speedy homolog A,100132585,7,0.01918336418380527
LOC100132622,1010657,CUST_4205_PI416261804,1000202,hypothetical LOC100132622,100132622,19,-0.0503394622821565
LOC100132644,1016304,A_24_P178723,1002678,ribosomal protein L7a pseudogene,100132644,15,-0.002652025125753923
LOC100132705,1017780,CUST_4371_PI416261804,1003091,immunoglobulin superfamily member 3-like,100132705,22,0.0808128959668352
LOC100132738,1017683,A_24_P707860,1003061,similar to hCG1817845,100132738,2,0.12182127155602004
LOC100132831,1018624,A_32_P41496,1016418,A20-binding inhibitor of NF-kappaB activation 2 pseudogene,100132831,X,0.04286410404463091
LOC100132832,1016347,A_32_P92281,1002688,PMS2 postmeiotic segregation increased 2 (S. cerevisiae) pseudogene,100132832,7,-0.0077578426148791815
LOC100132941,1011898,A_24_P161853,1000857,uncharacterized LOC100132941,100132941,16,0.040957178052305795
LOC100132944,1017231,CUST_4006_PI416261804,1000027,similar to hCG2045457,100132944,16,-0.13031622950712973
LOC100132955,1013088,CUST_312_PI417507815,1003469,similar to Putative uncharacterized protein C21orf15,100132955,9,-0.035780163677455006
LOC100132977,1018656,CUST_4087_PI416261804,1003331,chromosome 2 open reading frame 27B pseudogene,100132977,17,-0.019747636303651405
LOC100133008,1015528,CUST_2519_PI416261804,1002456,hypothetical LOC100133008,100133008,1,-0.13591419140802855
LOC100133042,1017301,A_23_P13899,1000164,hypothetical protein LOC100133042,100133042,NA,0.23015990187957383
LOC100133109,1011199,A_24_P323835,1000515,hypothetical LOC100133109,100133109,2,0.10701914095030457
LOC100133131,1063950,A_24_P282474,1006967,uncharacterized LOC100133131,100133131,4,0.18445597509299014
LOC100133150,1013293,A_24_P818010,1001567,uncharacterized LOC100133150,100133150,3,0.3062904797930932
LOC100133161,1012522,A_24_P898915,1001187,uncharacterized LOC100133161,100133161,11,0.21744948524668564
LOC100133211,1018305,CUST_9898_PI416261804,1003236,related RAS viral (r-ras) oncogene homolog 2 pseudogene,100133211,1,-0.4303784494858359
LOC100133224,1017417,A_24_P341731,1000766,similar to hCG2041320,100133224,22,0.055432139847336345
LOC100133280,1018285,A_24_P409904,1001960,similar to Putative POM121-like protein 1-like,100133280,5,-0.05744701982538775
LOC100133299,1067525,A_24_P934583,1009353,GALI1870,100133299,5,0.14636748285480147
LOC100133337,1012665,A_24_P113109,1001267,similar to Os05g0242100,100133337,17,-0.07679931265391815
LOC100133475,1019801,CUST_4380_PI416261804,1003614,hypothetical LOC100133475,100133475,22,-0.016888360157329068
LOC100133578,1017692,CUST_4415_PI416261804,1016695,similar to acetylserotonin O-methyltransferase-like,100133578,X,0.025278889221840226
LOC100133583,1017226,A_23_P8108,1002937,"similar to major histocompatibility complex, class II, DQ beta 1",100133583,6,-0.20030986447842009
LOC100133593,1018830,A_23_P30870,1016702,hypothetical LOC100133593,100133593,Un,-0.03972504220454074
LOC100133660,1016792,A_24_P703462,1000446,hypothetical LOC100133660,100133660,3,-0.06520852930366153
LOC100133686,1012089,CUST_15174_PI416261804,1000958,hypothetical protein LOC100133686,100133686,10,0.17637728005213407
LOC100133775,1013096,CUST_3255_PI416261804,1016756,similar to Chromosome 7 open reading frame 28B,100133775,Un,-0.024692674841092263
LOC100133794,1018023,CUST_4395_PI416261804,1003160,hypothetical LOC100133794,100133794,Un,-0.05321235224094671
LOC100133920,1014040,A_32_P135243,1016791,uncharacterized LOC100133920,100133920,2,-0.0837561203504411
LOC100134103,1017543,A_32_P127779,1003026,similar to Na+/H+ exchanger domain containing 1,100134103,10,-0.1377439806618611
LOC100134173,1013370,CUST_4093_PI416261804,1016872,dead end protein homolog 1-like,100134173,17|Un,0.32438531488349776
LOC100134228,1011634,CUST_3264_PI416261804,1000736,hypothetical LOC100134228,100134228,7,0.0313743165155411
LOC100134229,1017922,A_32_P54503,1001747,uncharacterized LOC100134229,100134229,7,0.21408235473412618
LOC100190986,1012879,A_32_P78649,1001232,uncharacterized LOC100190986,100190986,16,-0.023679760564616386
LOC100240734,1015825,A_32_P99032,1002553,uncharacterized LOC100240734,100240734,12,0.09799666986392741
