gene_symbol,probe_id,probe_name,gene_id,gene_name,entrez_id,chromosome,sst_cor
HHLA3,1026219,A_24_P182281,10988,HERV-H LTR-associating 3,11147,1,0.31884207395770836
HIAT1,1039804,A_23_P45851,41227,hippocampus abundant transcript 1,64645,1,0.11509959855173933
HIATL1,1037483,A_23_P83073,58840,hippocampus abundant transcript-like 1,84641,9,0.05347664365205442
HIATL2,1022054,CUST_7357_PI416261804,58488,hippocampus abundant transcript-like 2,84278,9,-0.03232832743437519
HIBADH,1046580,A_23_P335428,10953,3-hydroxyisobutyrate dehydrogenase,11112,7,-0.09157027210127773
HIBCH,1023058,A_23_P154345,26023,3-hydroxyisobutyryl-CoA hydrolase,26275,2,-0.053655130275455605
HIC1,1017065,A_23_P129856,3072,hypermethylated in cancer 1,3090,17,-0.050320090801119384
HIC2,1046013,CUST_7311_PI416261804,22874,hypermethylated in cancer 2,23119,22,0.02836251295265531
HIF1A,1024404,A_24_P56388,3073,"hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)",3091,14,-0.06583186252191577
HIF1AN,1041726,A_23_P46964,34951,"hypoxia inducible factor 1, alpha subunit inhibitor",55662,10,0.19249232103671918
HIF3A,1039895,A_23_P142187,40945,"hypoxia inducible factor 3, alpha subunit",64344,19,0.061295381172779814
HIGD1A,1020153,A_24_P200162,25743,"HIG1 hypoxia inducible domain family, member 1A",25994,3,0.2718314848575481
HIGD1B,1043126,CUST_12369_PI416261804,31231,"HIG1 hypoxia inducible domain family, member 1B",51751,17,-0.09833226349477632
HIGD2A,1033639,A_23_P304386,82927,"HIG1 hypoxia inducible domain family, member 2A",192286,5,0.0648373315042858
HIGD2B,1021909,CUST_615_PI417507815,78949,"HIG1 hypoxia inducible domain family, member 2B",123346,15,-0.037684183306166165
HILS1,1016183,A_24_P144784,119451,"histone linker H1 domain, spermatid-specific 1, pseudogene",373861,17,0.3541450111461619
HINFP,1024283,A_23_P13176,25737,histone H4 transcription factor,25988,11,0.1258724828857235
HINT1,1010990,A_32_P47554,3076,histidine triad nucleotide binding protein 1,3094,5,0.4202455496357458
HINT2,1037429,A_23_P157784,58879,histidine triad nucleotide binding protein 2,84681,9,0.4595864107364737
HINT3,1035156,A_23_P145574,79625,histidine triad nucleotide binding protein 3,135114,6,0.0634119676614055
HIP1,1055702,A_23_P71033,3074,huntingtin interacting protein 1,3092,7,-0.05984050980473741
HIP1R,1049068,A_23_P398294,8906,huntingtin interacting protein 1 related,9026,12,0.02757935103130198
HIPK1,1024377,A_23_P103787,83769,homeodomain interacting protein kinase 1,204851,1,-0.06512406142916945
HIPK3,1019523,A_23_P422809,9969,homeodomain interacting protein kinase 3,10114,11,-0.15675802699514826
HIRA,1050539,A_23_P154938,7247,HIR histone cell cycle regulation defective homolog A (S. cerevisiae),7290,22,0.024344035280422355
HIRIP3,1049667,A_24_P142269,8414,HIRA interacting protein 3,8479,16,0.07580561451694358
HISPPD1,1045872,CUST_9368_PI416261804,23017,diphosphoinositol pentakisphosphate kinase 2,23262,5,-0.23437768427294114
HISPPD2A,1017330,A_23_P205818,9533,diphosphoinositol pentakisphosphate kinase 1,9677,15,0.09940180929795919
HIST1H1A,1055788,A_23_P70448,3007,"histone cluster 1, H1a",3024,6,-0.17033273683250924
HIST1H1C,1055813,A_23_P122443,2989,"histone cluster 1, H1c",3006,6,-0.07500774931387744
HIST1H1D,1055811,A_24_P260639,2990,"histone cluster 1, H1d",3007,6,-0.39162529645756533
HIST1H1E,1055810,A_23_P7976,2991,"histone cluster 1, H1e",3008,6,-0.1961491828271296
HIST1H2AA,1033116,A_23_P355439,85780,"histone cluster 1, H2aa",221613,6,0.030411228587282433
HIST1H2AB,1049832,A_24_P223384,8277,"histone cluster 1, H2ab",8335,6,0.15464855002183972
HIST1H2AC,1063585,A_23_P167983,8276,"histone cluster 1, H2ac",8334,6,0.10318802456414058
HIST1H2AD,1055802,A_23_P428184,2996,"histone cluster 1, H2ad",3013,6,0.21360854281671937
HIST1H2AE,1055803,A_23_P59045,2995,"histone cluster 1, H2ae",3012,6,-0.08477664158566357
HIST1H2AG,1049134,A_24_P303354,8869,"histone cluster 1, H2ag",8969,6,0.14135077678588154
HIST1H2AH,1037131,A_23_P81859,59422,"histone cluster 1, H2ah",85235,6,0.03585328438318285
HIST1H2AI,1049838,A_23_P168014,8271,"histone cluster 1, H2ai",8329,6,0.14045627641707675
HIST1H2AK,1049837,A_24_P217848,8272,"histone cluster 1, H2ak",8330,6,0.12670796307554025
HIST1H2AM,1049831,A_24_P86389,8278,"histone cluster 1, H2am",8336,6,0.10689697818001416
HIST1H2BB,1055794,A_23_P111054,3001,"histone cluster 1, H2bb",3018,6,0.16442250603367461
HIST1H2BC,1049816,A_23_P93180,8289,"histone cluster 1, H2bc",8347,6,0.1920230482760797
HIST1H2BD,1055796,A_24_P146211,3000,"histone cluster 1, H2bd",3017,6,0.20613987414778492
HIST1H2BE,1049820,A_23_P30776,8286,"histone cluster 1, H2be",8344,6,0.1423217281413921
HIST1H2BF,1049821,A_23_P42178,8285,"histone cluster 1, H2bf",8343,6,0.15981423637081837
HIST1H2BG,1049827,A_23_P167997,8281,"histone cluster 1, H2bg",8339,6,0.10425820309833346
HIST1H2BH,1049818,A_23_P366216,8287,"histone cluster 1, H2bh",8345,6,0.23950440123114256
HIST1H2BI,1049817,A_23_P111041,8288,"histone cluster 1, H2bi",8346,6,0.19342633375856255
HIST1H2BJ,1049133,A_24_P55148,8870,"histone cluster 1, H2bj",8970,6,0.19594803960591148
HIST1H2BK,1037129,A_23_P145238,59423,"histone cluster 1, H2bk",85236,6,0.6047595098216489
HIST1H2BL,1049825,A_23_P8013,8282,"histone cluster 1, H2bl",8340,6,0.19515102069915696
HIST1H2BM,1049822,A_24_P3783,8284,"histone cluster 1, H2bm",8342,6,0.21419016333646715
HIST1H2BN,1049824,A_23_P402081,8283,"histone cluster 1, H2bn",8341,6,0.14885566835190397
HIST1H2BO,1049814,A_23_P59069,8290,"histone cluster 1, H2bo",8348,6,0.17406276985459124
HIST1H3A,1049809,A_23_P111037,8292,"histone cluster 1, H3a",8350,6,-0.0775612579732937
HIST1H3B,1049791,A_24_P174924,8300,"histone cluster 1, H3b",8358,6,-0.045793574327177095
HIST1H3C,1049803,A_23_P133814,8294,"histone cluster 1, H3c",8352,6,0.08667859360572719
HIST1H3D,1049807,CUST_524_PI416261804,8293,"histone cluster 1, H3d",8351,6,0.020150894645101607
HIST1H3E,1049802,A_23_P70445,8295,"histone cluster 1, H3e",8353,6,-0.10390227239869634
HIST1H3F,1049137,A_23_P30799,8868,"histone cluster 1, H3f",8968,6,-0.15421199203687597
HIST1H3G,1049798,A_23_P42198,8297,"histone cluster 1, H3g",8355,6,-0.02164794999624887
HIST1H3H,1049794,A_23_P333484,8299,"histone cluster 1, H3h",8357,6,-0.06801902204635013
HIST1H3I,1049800,A_24_P9321,8296,"histone cluster 1, H3i",8354,6,-0.009882537860791825
HIST1H3J,1049795,A_23_P93282,8298,"histone cluster 1, H3j",8356,6,-0.11117539137758627
HIST1H4A,1049790,CUST_517_PI416261804,8301,"histone cluster 1, H4a",8359,6,-0.1730121905877993
HIST1H4B,1049777,A_24_P166407,8308,"histone cluster 1, H4b",8366,6,-0.22576368483499581
HIST1H4C,1049781,A_23_P214487,8306,"histone cluster 1, H4c",8364,6,0.10478096291771569
HIST1H4D,1049787,A_23_P395374,8302,"histone cluster 1, H4d",8360,6,-0.14582060491099602
HIST1H4E,1049776,CUST_522_PI416261804,8309,"histone cluster 1, H4e",8367,6,-0.20029942045111446
HIST1H4F,1049786,A_23_P359540,8303,"histone cluster 1, H4f",8361,6,0.011327590901630328
HIST1H4H,1049780,A_23_P323685,8307,"histone cluster 1, H4h",8365,6,-0.21330527679208222
HIST1H4I,1049873,A_24_P20873,8241,"histone cluster 1, H4i",8294,6,-0.21616437940112218
HIST1H4J,1049783,A_23_P30805,8305,"histone cluster 1, H4j",8363,6,-0.03852571299996243
HIST1H4K,1049784,A_23_P30813,8304,"histone cluster 1, H4k",8362,6,0.03660417753988911
HIST1H4L,1049773,A_23_P70480,8310,"histone cluster 1, H4l",8368,6,0.027634572657563708
HIST2H2AA4,1021548,A_23_P103981,169795,"histone cluster 2, H2aa4",723790,1,0.24632610667572707
HIST2H2AB,1032167,A_24_P68631,106018,"histone cluster 2, H2ab",317772,1,0.052138428198112485
HIST2H2AC,1049829,A_24_P8721,8280,"histone cluster 2, H2ac",8338,1,0.1356839788136347
HIST2H2BE,1049813,A_24_P156911,8291,"histone cluster 2, H2be",8349,1,0.14176641368214704
HIST2H2BF,1024702,A_32_P233938,133851,"histone cluster 2, H2bf",440689,1,-0.2175027376650897
HIST2H3A,1023250,A_24_P45651,109208,"histone cluster 2, H3a",333932,1,0.05522164933333714
HIST2H3D,1010472,A_24_P324465,150530,"histone cluster 2, H3d",653604,1,-0.015443541121564494
HIST2H4A,1049770,A_23_P436281,8312,"histone cluster 2, H4a",8370,1,-0.16736041193048062
HIST3H2A,1036538,A_23_P149301,60226,"histone cluster 3, H2a",92815,1,0.08024614374115924
HIST3H2BB,1035456,A_23_P332992,79271,"histone cluster 3, H2bb",128312,1,0.1301824573917202
HIST3H3,1049875,A_23_P137909,8237,"histone cluster 3, H3",8290,1,-0.09936821842592737
HIST4H4,1035822,CUST_9829_PI416261804,78846,"histone cluster 4, H4",121504,12,-0.3051433036794869
HIVEP1,1055699,A_23_P19619,3078,human immunodeficiency virus type I enhancer binding protein 1,3096,6,0.02060556357086124
HIVEP2,1055697,A_23_P214766,3079,human immunodeficiency virus type I enhancer binding protein 2,3097,6,-0.3181329711775634
HIVEP3,1017541,A_23_P35330,37693,human immunodeficiency virus type I enhancer binding protein 3,59269,1,0.04846987921481405
HK1,1029660,A_23_P217958,3080,hexokinase 1,3098,10,0.23905794038363246
HK2,1055694,A_23_P398460,3081,hexokinase 2,3099,2,0.2652876096838209
HKDC1,1038603,A_23_P202427,56002,hexokinase domain containing 1,80201,10,0.27003575609983027
HLA-A,1055686,A_23_P408353,3087,"major histocompatibility complex, class I, A",3105,6,0.2243690750929647
HLA-B,1055683,A_24_P113674,3088,"major histocompatibility complex, class I, B",3106,6,0.036800032030518785
HLA-C,1055679,A_24_P298409,3089,"major histocompatibility complex, class I, C",3107,6,0.0925556423416738
HLA-DMA,1055677,A_23_P42306,3090,"major histocompatibility complex, class II, DM alpha",3108,6,0.3115891767328228
HLA-DMB,1055675,A_32_P351968,3091,"major histocompatibility complex, class II, DM beta",3109,6,0.4550942410585433
HLA-DOA,1055671,A_24_P354800,3093,"major histocompatibility complex, class II, DO alpha",3111,6,0.06059766508200149
HLA-DOB,1055667,A_23_P30736,3094,"major histocompatibility complex, class II, DO beta",3112,6,-0.09626297714439028
HLA-DPA1,1055665,A_23_P30913,3095,"major histocompatibility complex, class II, DP alpha 1",3113,6,0.310258782966352
HLA-DPB1,1055663,A_23_P258769,3097,"major histocompatibility complex, class II, DP beta 1",3115,6,0.15591848799124167
HLA-DPB2,1055662,A_24_P288836,3098,"major histocompatibility complex, class II, DP beta 2 (pseudogene)",3116,6,0.041675777310337746
HLA-DQA1,1055659,CUST_3141_PI416261804,3099,"major histocompatibility complex, class II, DQ alpha 1",3117,6,0.17506710224531913
HLA-DQA2,1055657,A_24_P852756,3100,"major histocompatibility complex, class II, DQ alpha 2",3118,6,0.2243137386107456
HLA-DQB1,1055654,A_23_P136683,3101,"major histocompatibility complex, class II, DQ beta 1",3119,6,0.2476477000809286
HLA-DQB2,1017818,A_23_P19510,3102,"major histocompatibility complex, class II, DQ beta 2",3120,6,0.14115099322213262
HLA-DRA,1055653,A_32_P87697,3104,"major histocompatibility complex, class II, DR alpha",3122,6,0.36887712916187787
HLA-DRB1,1055650,A_24_P343233,3105,"major histocompatibility complex, class II, DR beta 1",3123,6,0.14935614679311685
HLA-DRB3,1055649,A_24_P402222,3107,"major histocompatibility complex, class II, DR beta 3",3125,6,0.15757137134008964
HLA-DRB4,1055648,A_24_P370472,3108,"major histocompatibility complex, class II, DR beta 4",3126,6,0.3208101280650715
HLA-DRB5,1055647,A_23_P45099,3109,"major histocompatibility complex, class II, DR beta 5",3127,6,0.24598585577498028
HLA-E,1055643,A_32_P460973,3115,"major histocompatibility complex, class I, E",3133,6,0.09926167545914916
HLA-F,1067947,A_23_P314024,3116,"major histocompatibility complex, class I, F",3134,6,0.12485550274887765
HLA-F-AS1,1016419,A_32_P76811,94699,HLA-F antisense RNA 1 (non-protein coding),285830,6,0.10652755027250992
HLA-G,1055640,A_24_P311926,3117,"major histocompatibility complex, class I, G",3135,6,0.11474860861219519
HLA-H,1028093,A_32_P234459,3118,"major histocompatibility complex, class I, H (pseudogene)",3136,6,0.07830530735310276
HLA-J,1017091,A_24_P418044,3119,"major histocompatibility complex, class I, J (pseudogene)",3137,6,-0.004105930897387043
HLA-K,1016630,A_24_P860781,3120,"major histocompatibility complex, class I, K (pseudogene)",3138,6,0.041569322878873396
HLA-L,1015196,CUST_1149_PI416261804,3121,"major histocompatibility complex, class I, L (pseudogene)",3139,6,0.1639077982144866
HLCS,1055636,A_23_P304991,3123,holocarboxylase synthetase (biotin-(proprionyl-CoA-carboxylase (ATP-hydrolysing)) ligase),3141,21,0.15211630616101196
HLF,1055646,A_32_P61074,3113,hepatic leukemia factor,3131,17,0.09303305411857012
HLTF,1051309,A_24_P248251,6557,helicase-like transcription factor,6596,3,-0.12475826627173867
HM13,1027877,CUST_6821_PI416261804,57212,histocompatibility (minor) 13,81502,20,-0.08452292727298238
HMBOX1,1018749,A_23_P134684,55421,homeobox containing 1,79618,8,0.061586093971990136
HMBS,1027808,A_23_P98431,3125,hydroxymethylbilane synthase,3145,11,-0.19240201005655347
HMG20A,1065371,A_23_P206084,10216,high mobility group 20A,10363,15,0.10849945967112223
HMG20B,1047507,CUST_9512_PI416261804,10215,high mobility group 20B,10362,19,-0.03515752054801396
HMGA1,1023343,A_23_P42331,3139,high mobility group AT-hook 1,3159,6,0.30878579252634353
HMGA2,1023994,CUST_1335_PI416573500,8040,high mobility group AT-hook 2,8091,12,-0.0036165077183164212
HMGB1,1055630,A_24_P801264,3126,high mobility group box 1,3146,13,-0.0960541105174291
HMGB1P1,1028554,A_24_P169148,10210,high mobility group box 1 pseudogene 1,10357,20,-0.08010693861893356
HMGB1P16,1016868,A_24_P169976,168383,high mobility group box 1 pseudogene 16,646577,X,-0.10589563087724452
HMGB2,1017776,A_23_P155765,3128,high mobility group box 2,3148,4,-0.06311052818043195
HMGB3,1055621,CUST_2549_PI416261804,3129,high mobility group box 3,3149,X,-0.03348027028549556
HMGB3P1,1021839,CUST_9639_PI416261804,79349,high mobility group box 3 pseudogene 1,128872,20,-0.06930367257411317
HMGB3P22,1011696,A_24_P24685,182161,high mobility group box 3 pseudogene 22,729595,5,-0.027083555841288926
HMGB3P27,1017208,CUST_4092_PI416261804,134835,high mobility group box 3 pseudogene 27,441795,17,0.12858173257377653
HMGB3P30,1016414,A_24_P195286,83747,high mobility group box 3 pseudogene 30,203510,X,-0.047471011997140454
HMGB3P6,1016262,CUST_472_PI417507815,169919,high mobility group box 3 pseudogene 6,729952,1,0.008566505767450642
HMGCL,1055609,A_23_P145,3135,3-hydroxymethyl-3-methylglutaryl-CoA lyase,3155,1,0.33279632574136175
HMGCLL1,1020997,CUST_7802_PI416261804,33802,3-hydroxymethyl-3-methylglutaryl-CoA lyase-like 1,54511,6,0.11178633734147872
HMGCR,1016693,A_23_P30495,3136,3-hydroxy-3-methylglutaryl-CoA reductase,3156,5,0.3626258236500323
HMGCS1,1055607,A_24_P63522,3137,3-hydroxy-3-methylglutaryl-CoA synthase 1 (soluble),3157,5,0.4386296994083696
HMGCS2,1055606,CUST_15413_PI416261804,3138,3-hydroxy-3-methylglutaryl-CoA synthase 2 (mitochondrial),3158,1,-0.13310090681793024
HMGN1,1055620,A_32_P78250,3130,high mobility group nucleosome binding domain 1,3150,21,-0.029038462063840607
HMGN2,1068154,A_32_P41487,3131,high mobility group nucleosomal binding domain 2,3151,1,0.2570914613332391
HMGN2P15,1016187,A_24_P707543,1002648,high mobility group nucleosomal binding domain 2 pseudogene 15,100288165,17,0.06994620977605098
HMGN2P46,1011140,CUST_199_PI417507815,94035,high mobility group nucleosomal binding domain 2 pseudogene 46,283651,15,0.29314972834649244
HMGN3,1048728,A_24_P132099,9190,high mobility group nucleosomal binding domain 3,9324,6,0.03193165558130383
HMGN4,1047366,A_23_P19389,10326,high mobility group nucleosomal binding domain 4,10473,6,0.2981462721387517
HMGXB3,1010640,CUST_1105_PI416379584,22748,HMG box domain containing 3,22993,5,-0.008561597641051842
HMGXB4,1017326,A_23_P431981,9897,HMG box domain containing 4,10042,22,0.003118926009679385
HMHA1,1045601,CUST_1373_PI416379584,23281,histocompatibility (minor) HA-1,23526,19,0.5218482317575422
HMHB1,1040381,A_23_P30204,37095,histocompatibility (minor) HB-1,57824,5,-0.06113412137947947
HMMR,1015852,A_23_P70007,3141,hyaluronan-mediated motility receptor (RHAMM),3161,5,-0.004749211700095342
HMOX1,1055603,A_23_P120883,3142,heme oxygenase (decycling) 1,3162,22,0.22173937207949906
HMOX2,1012014,A_23_P100501,3143,heme oxygenase (decycling) 2,3163,16,0.3052673415951827
HMSD,1018008,CUST_13_PI416987708,94244,histocompatibility (minor) serpin domain containing,284293,18,-0.0373266613121571
HMX1,1055601,A_23_P84320,3146,H6 family homeobox 1,3166,4,-0.04136800541324913
HMX2,1027377,A_24_P64407,3147,H6 family homeobox 2,3167,10,-0.1241033106499279
HMX3,1018293,CUST_623_PI416573500,109904,H6 family homeobox 3,340784,10,-0.1026608695277064
HN1,1030180,A_23_P100632,30637,hematological and neurological expressed 1,51155,17,0.623743372902901
HN1L,1036798,A_23_P434900,59980,hematological and neurological expressed 1-like,90861,16,-0.07374221517064534
HNF1A,1050922,A_23_P36757,6887,HNF1 homeobox A,6927,12,-0.10948212845617299
HNF1A-AS1,1014009,CUST_10756_PI416261804,93965,HNF1A antisense RNA 1 (non-protein coding),283460,12,-0.08117085387748177
HNF1B,1050920,A_24_P330822,6888,HNF1 homeobox B,6928,17,-0.07112921363782546
HNF4A,1026296,CUST_17044_PI416261804,3152,"hepatocyte nuclear factor 4, alpha",3172,20,-0.0824915110020414
HNMT,1055589,A_23_P56734,3156,histamine N-methyltransferase,3176,2,0.3238135384735016
HNRNPA0,1046777,A_23_P252449,10791,heterogeneous nuclear ribonucleoprotein A0,10949,5,-0.2268787264235889
HNRNPA1P12,1019260,A_32_P168202,166792,heterogeneous nuclear ribonucleoprotein A1 pseudogene 12,644037,5,-0.010587047706137642
HNRNPA1P2,1025081,A_32_P42197,3158,heterogeneous nuclear ribonucleoprotein A1,3178,12,0.13467376789239438
HNRNPA2B1,1024110,A_24_P3973,3161,heterogeneous nuclear ribonucleoprotein A2/B1,3181,7,0.18095887618559944
HNRNPA3,1033207,A_23_P17163,85690,heterogeneous nuclear ribonucleoprotein A3,220988,2,-0.07459157740318414
HNRNPA3P1,1023037,A_32_P77502,10006,heterogeneous nuclear ribonucleoprotein A3 pseudogene 1,10151,10,-0.03344782941319409
HNRNPAB,1055586,CUST_5061_PI416261804,3162,heterogeneous nuclear ribonucleoprotein A/B,3182,5,0.0580197717442882
HNRNPC,1019866,A_23_P163006,3163,heterogeneous nuclear ribonucleoprotein C (C1/C2),3183,14,0.3189688983678053
HNRNPCL1,1026206,A_24_P767422,110040,heterogeneous nuclear ribonucleoprotein C-like 1,343069,1,-0.15722735913803038
HNRNPD,1023893,A_23_P58353,3164,"heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa)",3184,4,0.12968983613436413
HNRNPF,1019012,A_23_P75330,3165,heterogeneous nuclear ribonucleoprotein F,3185,10,-0.1320940966056698
HNRNPH1,1055582,A_24_P320254,3167,heterogeneous nuclear ribonucleoprotein H1 (H),3187,5,-0.12681874847317925
HNRNPH2,1023263,CUST_10240_PI416261804,3168,heterogeneous nuclear ribonucleoprotein H2 (H'),3188,X,-0.15506734873027522
HNRNPH3,1055578,A_23_P115824,3169,heterogeneous nuclear ribonucleoprotein H3 (2H9),3189,10,0.07007483268933666
HNRNPK,1055575,A_24_P380919,3170,heterogeneous nuclear ribonucleoprotein K,3190,9,0.17679608881400335
HNRNPKP3,1019427,A_24_P714134,124953,heterogeneous nuclear ribonucleoprotein K pseudogene 3,399881,11,-0.06988683614322197
HNRNPL,1055573,A_32_P109572,3171,heterogeneous nuclear ribonucleoprotein L,3191,19,-0.07219636344926818
